"﻿""date""",product,sku,quantity,unit_type,applied_cost_per_quantity,gross_amount,discount_amount,net_amount,organization,repository,cost_center_name,model
2025-08-02,actions,actions_storage,0.009152711999999997,gigabyte-hours,0.00033602,3.0719999999999996E-06,3.0719999999999996E-06,0,Organization-4,Repository-11,,
2025-08-02,actions,actions_storage,0.0007200239999999998,gigabyte-hours,0.00033602,2.400000000000001E-07,2.400000000000001E-07,0,Organization-2,Repository-13,,
2025-08-02,actions,actions_storage,0.0018267359999999994,gigabyte-hours,0.00033602,5.999999999999997E-07,5.999999999999997E-07,0,Organization-4,Repository-4,,
2025-08-02,actions,actions_storage,0.012821184000000003,gigabyte-hours,0.00033602,4.295999999999999E-06,4.295999999999999E-06,0,Organization-4,Repository-9,,
2025-08-02,actions,actions_storage,0.0009456239999999999,gigabyte-hours,0.00033602,3.120000000000001E-07,3.120000000000001E-07,0,Organization-4,Repository-12,,
2025-08-02,actions,actions_storage,0.10804965599999997,gigabyte-hours,0.00033602,3.628800000000002E-05,3.628800000000002E-05,0,Organization-2,Repository-23,,
2025-08-02,actions,actions_storage,0.10082745600000007,gigabyte-hours,0.00033602,3.3864E-05,3.3864E-05,0,Organization-2,Repository-21,,
2025-08-02,actions,actions_storage,0.097809645,gigabyte-hours,0.00033602,3.285399999999998E-05,3.285399999999998E-05,0,Organization-2,Repository-19,,
2025-08-02,actions,actions_storage,0.13402269599999997,gigabyte-hours,0.00033602,4.5024E-05,4.5024E-05,0,Organization-2,Repository-17,,
2025-08-02,actions,actions_storage,0.0018374159999999993,gigabyte-hours,0.00033602,5.999999999999997E-07,5.999999999999997E-07,0,Organization-4,Repository-14,,
2025-08-02,copilot,copilot_for_business,0.032258064,user-months,19,0.612903216,0,0.612903216,Organization-2,,,
2025-08-02,packages,packages_storage,0.000104424,gigabyte-hours,0.00033602,2.3999999999999997E-08,2.3999999999999997E-08,0,Organization-2,,,
2025-08-02,packages,packages_storage,0.00013668000000000005,gigabyte-hours,0.00033602,2.3999999999999997E-08,2.3999999999999997E-08,0,Organization-5,Repository-25,,
2025-08-03,actions,actions_linux,2,minutes,0.008,0.016,0.016,0,Organization-7,Repository-28,,
2025-08-03,actions,actions_linux,4,minutes,0.008,0.032,0.032,0,Organization-4,Repository-9,,
2025-08-03,actions,actions_linux,3,minutes,0.008,0.024,0.024,0,Organization-2,Repository-23,,
2025-08-03,actions,actions_linux,4,minutes,0.008,0.032,0.032,0,Organization-4,Repository-20,,
2025-08-03,actions,actions_linux,2,minutes,0.008,0.016,0.016,0,Organization-1,Repository-29,,
2025-08-03,actions,actions_linux,2,minutes,0.008,0.016,0.016,0,Organization-4,Repository-30,,
2025-08-03,actions,actions_linux,2,minutes,0.008,0.016,0.016,0,Organization-4,Repository-31,,
2025-08-03,actions,actions_linux,4,minutes,0.008,0.032,0.032,0,Organization-4,Repository-11,,
2025-08-03,actions,actions_storage,0.009606437999999997,gigabyte-hours,0.00033602,3.2240000000000004E-06,3.2240000000000004E-06,0,Organization-4,Repository-11,,
2025-08-03,actions,actions_storage,0.004274534,gigabyte-hours,0.00033602,1.43E-06,1.43E-06,0,Organization-4,Repository-15,,
2025-08-03,actions,actions_storage,0.0004727799999999998,gigabyte-hours,0.00033602,1.5399999999999995E-07,1.5399999999999995E-07,0,Organization-5,Repository-8,,
2025-08-03,actions,actions_storage,0.0016745079999999995,gigabyte-hours,0.00033602,5.499999999999997E-07,5.499999999999997E-07,0,Organization-4,Repository-4,,
2025-08-03,actions,actions_storage,0.09023053599999997,gigabyte-hours,0.00033602,3.031599999999999E-05,3.031599999999999E-05,0,Organization-2,Repository-24,,
2025-08-03,actions,actions_storage,0.09242516800000006,gigabyte-hours,0.00033602,3.1042000000000005E-05,3.1042000000000005E-05,0,Organization-2,Repository-21,,
2025-08-03,actions,actions_storage,0.08978521199999996,gigabyte-hours,0.00033602,3.0162000000000014E-05,3.0162000000000014E-05,0,Organization-2,Repository-19,,
2025-08-03,actions,actions_storage,0.012969612000000004,gigabyte-hours,0.00033602,4.345999999999999E-06,4.345999999999999E-06,0,Organization-4,Repository-9,,
2025-08-03,actions,actions_storage,0.013248774000000005,gigabyte-hours,0.00033602,4.443999999999999E-06,4.443999999999999E-06,0,Organization-1,Repository-10,,
2025-08-03,actions,actions_storage,9.592E-06,gigabyte-hours,0.00033602,0,0,0,Organization-2,Repository-22,,
2025-08-03,actions,actions_storage,0.000866822,gigabyte-hours,0.00033602,2.8600000000000005E-07,2.8600000000000005E-07,0,Organization-4,Repository-12,,
2025-08-03,actions,actions_storage,0.0004657180000000003,gigabyte-hours,0.00033602,1.5399999999999995E-07,1.5399999999999995E-07,0,Organization-6,Repository-8,,
2025-08-03,actions,actions_storage,0.012975080999999994,gigabyte-hours,0.00033602,4.345999999999999E-06,4.345999999999999E-06,0,Organization-4,Repository-20,,
2025-08-03,actions,actions_storage,0.004328566,gigabyte-hours,0.00033602,1.4520000000000005E-06,1.4520000000000005E-06,0,Organization-3,Repository-3,,
2025-08-03,actions,actions_storage,0.10074082700000002,gigabyte-hours,0.00033602,3.383600000000001E-05,3.383600000000001E-05,0,Organization-2,Repository-23,,
2025-08-03,actions,actions_storage,3.194399999999999E-05,gigabyte-hours,0.00033602,0,0,0,Organization-2,Repository-18,,
2025-08-03,actions,actions_storage,0.0006600219999999998,gigabyte-hours,0.00033602,2.200000000000001E-07,2.200000000000001E-07,0,Organization-2,Repository-13,,
2025-08-03,actions,actions_storage,0.12285413799999996,gigabyte-hours,0.00033602,4.1272E-05,4.1272E-05,0,Organization-2,Repository-17,,
2025-08-03,actions,actions_storage,0.0016842979999999994,gigabyte-hours,0.00033602,5.499999999999997E-07,5.499999999999997E-07,0,Organization-4,Repository-14,,
2025-08-03,actions,actions_storage,0.021734504000000005,gigabyte-hours,0.00033602,7.281999999999998E-06,7.281999999999998E-06,0,Organization-2,Repository-16,,
2025-08-03,copilot,copilot_for_business,0.032258064,user-months,19,0.612903216,0,0.612903216,Organization-2,,,
2025-08-03,packages,packages_storage,0.00013668000000000005,gigabyte-hours,0.00033602,2.3999999999999997E-08,2.3999999999999997E-08,0,Organization-5,Repository-25,,
2025-08-03,packages,packages_storage,0.000104424,gigabyte-hours,0.00033602,2.3999999999999997E-08,2.3999999999999997E-08,0,Organization-2,,,
2025-08-04,actions,actions_linux,4,minutes,0.008,0.032,0.032,0,Organization-1,Repository-32,,
2025-08-04,actions,actions_linux,2,minutes,0.008,0.016,0.016,0,Organization-4,Repository-33,,
2025-08-04,actions,actions_linux,4,minutes,0.008,0.032,0.032,0,Organization-2,Repository-34,,
2025-08-04,actions,actions_linux,4,minutes,0.008,0.032,0.032,0,Organization-4,Repository-14,,
2025-08-04,actions,actions_linux,4,minutes,0.008,0.032,0.032,0,Organization-1,Repository-35,,
2025-08-04,actions,actions_storage,3.194399999999999E-05,gigabyte-hours,0.00033602,0,0,0,Organization-2,Repository-18,,
2025-08-04,actions,actions_storage,0.10126985899999998,gigabyte-hours,0.00033602,3.4009E-05,3.4009E-05,0,Organization-2,Repository-23,,
2025-08-04,actions,actions_storage,0.12285413799999996,gigabyte-hours,0.00033602,4.1272E-05,4.1272E-05,0,Organization-2,Repository-17,,
2025-08-04,actions,actions_storage,0.08978521199999996,gigabyte-hours,0.00033602,3.0162000000000014E-05,3.0162000000000014E-05,0,Organization-2,Repository-19,,
2025-08-04,actions,actions_storage,0.021734504000000005,gigabyte-hours,0.00033602,7.281999999999998E-06,7.281999999999998E-06,0,Organization-2,Repository-16,,
2025-08-04,actions,actions_storage,0.000866822,gigabyte-hours,0.00033602,2.8600000000000005E-07,2.8600000000000005E-07,0,Organization-4,Repository-12,,
2025-08-04,actions,actions_storage,9.592E-06,gigabyte-hours,0.00033602,0,0,0,Organization-2,Repository-22,,
2025-08-04,actions,actions_storage,0.09023053599999997,gigabyte-hours,0.00033602,3.031599999999999E-05,3.031599999999999E-05,0,Organization-2,Repository-24,,
2025-08-04,actions,actions_storage,0.004274534,gigabyte-hours,0.00033602,1.43E-06,1.43E-06,0,Organization-4,Repository-15,,
2025-08-04,actions,actions_storage,0.0006600219999999998,gigabyte-hours,0.00033602,2.200000000000001E-07,2.200000000000001E-07,0,Organization-2,Repository-13,,
2025-08-04,actions,actions_storage,0.013248774000000005,gigabyte-hours,0.00033602,4.443999999999999E-06,4.443999999999999E-06,0,Organization-1,Repository-10,,
2025-08-04,actions,actions_storage,0.0004657180000000003,gigabyte-hours,0.00033602,1.5399999999999995E-07,1.5399999999999995E-07,0,Organization-6,Repository-8,,
2025-08-04,actions,actions_storage,0.09242516800000006,gigabyte-hours,0.00033602,3.1042000000000005E-05,3.1042000000000005E-05,0,Organization-2,Repository-21,,
2025-08-04,actions,actions_storage,0.004328566,gigabyte-hours,0.00033602,1.4520000000000005E-06,1.4520000000000005E-06,0,Organization-3,Repository-3,,
2025-08-04,actions,actions_storage,0.0016842979999999994,gigabyte-hours,0.00033602,5.499999999999997E-07,5.499999999999997E-07,0,Organization-4,Repository-14,,
2025-08-04,actions,actions_storage,0.013400886000000002,gigabyte-hours,0.00033602,4.487000000000001E-06,4.487000000000001E-06,0,Organization-4,Repository-9,,
2025-08-04,actions,actions_storage,0.0016745079999999995,gigabyte-hours,0.00033602,5.499999999999997E-07,5.499999999999997E-07,0,Organization-4,Repository-4,,
2025-08-04,actions,actions_storage,0.010036415999999998,gigabyte-hours,0.00033602,3.365000000000001E-06,3.365000000000001E-06,0,Organization-4,Repository-11,,
2025-08-04,actions,actions_storage,0.013405558000000005,gigabyte-hours,0.00033602,4.487000000000001E-06,4.487000000000001E-06,0,Organization-4,Repository-20,,
2025-08-04,actions,actions_storage,0.0004727799999999998,gigabyte-hours,0.00033602,1.5399999999999995E-07,1.5399999999999995E-07,0,Organization-5,Repository-8,,
2025-08-04,copilot,copilot_for_business,0.032258064,user-months,19,0.612903216,0,0.612903216,Organization-2,,,
2025-08-04,packages,packages_storage,0.00013668000000000005,gigabyte-hours,0.00033602,2.3999999999999997E-08,2.3999999999999997E-08,0,Organization-5,Repository-25,,
2025-08-04,packages,packages_storage,0.000104424,gigabyte-hours,0.00033602,2.3999999999999997E-08,2.3999999999999997E-08,0,Organization-2,,,
2025-08-05,actions,actions_linux,5,minutes,0.008,0.04,0.04,0,Organization-2,Repository-34,,
2025-08-05,actions,actions_linux,2,minutes,0.008,0.016,0.016,0,Organization-1,Repository-36,,
2025-08-05,actions,actions_linux,2,minutes,0.008,0.016,0.016,0,Organization-2,Repository-37,,
2025-08-05,actions,actions_linux,2,minutes,0.008,0.016,0.016,0,Organization-4,Repository-38,,
2025-08-05,actions,actions_linux,2,minutes,0.008,0.016,0.016,0,Organization-4,Repository-39,,
2025-08-05,actions,actions_linux,7,minutes,0.008,0.056,0.056,0,Organization-2,Repository-17,,
2025-08-05,actions,actions_linux,2,minutes,0.008,0.016,0.016,0,Organization-4,Repository-40,,
2025-08-05,actions,actions_storage,0.0004868870000000003,gigabyte-hours,0.00033602,1.6099999999999995E-07,1.6099999999999995E-07,0,Organization-6,Repository-8,,
2025-08-05,actions,actions_storage,0.09662631200000006,gigabyte-hours,0.00033602,3.2453E-05,3.2453E-05,0,Organization-2,Repository-21,,
2025-08-05,actions,actions_storage,0.000906223,gigabyte-hours,0.00033602,2.9900000000000007E-07,2.9900000000000007E-07,0,Organization-4,Repository-12,,
2025-08-05,actions,actions_storage,0.013850991000000005,gigabyte-hours,0.00033602,4.645999999999999E-06,4.645999999999999E-06,0,Organization-1,Repository-10,,
2025-08-05,actions,actions_storage,0.129765321,gigabyte-hours,0.00033602,4.3592000000000005E-05,4.3592000000000005E-05,0,Organization-2,Repository-17,,
2025-08-05,actions,actions_storage,0.0006900229999999998,gigabyte-hours,0.00033602,2.300000000000001E-07,2.300000000000001E-07,0,Organization-2,Repository-13,,
2025-08-05,actions,actions_storage,3.339599999999999E-05,gigabyte-hours,0.00033602,0,0,0,Organization-2,Repository-18,,
2025-08-05,actions,actions_storage,0.010496210999999997,gigabyte-hours,0.00033602,3.519000000000001E-06,3.519000000000001E-06,0,Organization-4,Repository-11,,
2025-08-05,actions,actions_storage,0.09433192399999997,gigabyte-hours,0.00033602,3.169399999999999E-05,3.169399999999999E-05,0,Organization-2,Repository-24,,
2025-08-05,actions,actions_storage,0.014013670000000002,gigabyte-hours,0.00033602,4.692000000000001E-06,4.692000000000001E-06,0,Organization-4,Repository-9,,
2025-08-05,actions,actions_storage,1.0028000000000001E-05,gigabyte-hours,0.00033602,0,0,0,Organization-2,Repository-22,,
2025-08-05,actions,actions_storage,0.014018500000000005,gigabyte-hours,0.00033602,4.692000000000001E-06,4.692000000000001E-06,0,Organization-4,Repository-20,,
2025-08-05,actions,actions_storage,0.09386635799999996,gigabyte-hours,0.00033602,3.153300000000001E-05,3.153300000000001E-05,0,Organization-2,Repository-19,,
2025-08-05,actions,actions_storage,0.10581497299999996,gigabyte-hours,0.00033602,3.5535E-05,3.5535E-05,0,Organization-2,Repository-23,,
2025-08-05,actions,actions_storage,0.0004942699999999998,gigabyte-hours,0.00033602,1.6099999999999995E-07,1.6099999999999995E-07,0,Organization-5,Repository-8,,
2025-08-05,actions,actions_storage,0.0017506219999999994,gigabyte-hours,0.00033602,5.749999999999997E-07,5.749999999999997E-07,0,Organization-4,Repository-4,,
2025-08-05,actions,actions_storage,0.004525319,gigabyte-hours,0.00033602,1.5180000000000005E-06,1.5180000000000005E-06,0,Organization-3,Repository-3,,
2025-08-05,actions,actions_storage,0.0017608569999999994,gigabyte-hours,0.00033602,5.749999999999997E-07,5.749999999999997E-07,0,Organization-4,Repository-14,,
2025-08-05,actions,actions_storage,0.004468831,gigabyte-hours,0.00033602,1.495E-06,1.495E-06,0,Organization-4,Repository-15,,
2025-08-05,actions,actions_storage,0.022722436000000006,gigabyte-hours,0.00033602,7.612999999999998E-06,7.612999999999998E-06,0,Organization-2,Repository-16,,
2025-08-05,copilot,copilot_for_business,0.032258064,user-months,19,0.612903216,0,0.612903216,Organization-2,,,
2025-08-05,packages,packages_storage,0.000104424,gigabyte-hours,0.00033602,2.3999999999999997E-08,2.3999999999999997E-08,0,Organization-2,,,
2025-08-05,packages,packages_storage,0.00013668000000000005,gigabyte-hours,0.00033602,2.3999999999999997E-08,2.3999999999999997E-08,0,Organization-5,Repository-25,,
2025-08-06,actions,actions_linux,2,minutes,0.008,0.016,0.016,0,Organization-4,Repository-41,,
2025-08-06,actions,actions_linux,4,minutes,0.008,0.032,0.032,0,Organization-1,Repository-42,,
2025-08-06,actions,actions_linux,7,minutes,0.008,0.056,0.056,0,Organization-1,Repository-10,,
2025-08-06,actions,actions_linux,2,minutes,0.008,0.016,0.016,0,Organization-4,Repository-43,,
2025-08-06,actions,actions_linux,2,minutes,0.008,0.016,0.016,0,Organization-2,Repository-44,,
2025-08-06,actions,actions_storage,1.0464000000000002E-05,gigabyte-hours,0.00033602,0,0,0,Organization-2,Repository-22,,
2025-08-06,actions,actions_storage,0.010952567999999996,gigabyte-hours,0.00033602,3.672000000000001E-06,3.672000000000001E-06,0,Organization-4,Repository-11,,
2025-08-06,actions,actions_storage,0.1297356460000001,gigabyte-hours,0.00033602,4.357199999999999E-05,4.357199999999999E-05,0,Organization-2,Repository-17,,
2025-08-06,actions,actions_storage,0.09794750399999995,gigabyte-hours,0.00033602,3.290400000000001E-05,3.290400000000001E-05,0,Organization-2,Repository-19,,
2025-08-06,actions,actions_storage,0.09843331199999997,gigabyte-hours,0.00033602,3.307199999999999E-05,3.307199999999999E-05,0,Organization-2,Repository-24,,
2025-08-06,actions,actions_storage,0.11041562399999996,gigabyte-hours,0.00033602,3.708E-05,3.708E-05,0,Organization-2,Repository-23,,
2025-08-06,actions,actions_storage,0.0009456239999999999,gigabyte-hours,0.00033602,3.120000000000001E-07,3.120000000000001E-07,0,Organization-4,Repository-12,,
2025-08-06,actions,actions_storage,0.0005080560000000003,gigabyte-hours,0.00033602,1.6799999999999994E-07,1.6799999999999994E-07,0,Organization-6,Repository-8,,
2025-08-06,actions,actions_storage,0.004663128000000001,gigabyte-hours,0.00033602,1.56E-06,1.56E-06,0,Organization-4,Repository-15,,
2025-08-06,actions,actions_storage,0.014628000000000006,gigabyte-hours,0.00033602,4.896000000000001E-06,4.896000000000001E-06,0,Organization-4,Repository-20,,
2025-08-06,actions,actions_storage,0.014622960000000003,gigabyte-hours,0.00033602,4.896000000000001E-06,4.896000000000001E-06,0,Organization-4,Repository-9,,
2025-08-06,actions,actions_storage,0.0018374159999999993,gigabyte-hours,0.00033602,5.999999999999997E-07,5.999999999999997E-07,0,Organization-4,Repository-14,,
2025-08-06,actions,actions_storage,0.10082745600000007,gigabyte-hours,0.00033602,3.3864E-05,3.3864E-05,0,Organization-2,Repository-21,,
2025-08-06,actions,actions_storage,3.484799999999999E-05,gigabyte-hours,0.00033602,0,0,0,Organization-2,Repository-18,,
2025-08-06,actions,actions_storage,0.023710368000000006,gigabyte-hours,0.00033602,7.943999999999999E-06,7.943999999999999E-06,0,Organization-2,Repository-16,,
2025-08-06,actions,actions_storage,0.0005157599999999998,gigabyte-hours,0.00033602,1.6799999999999994E-07,1.6799999999999994E-07,0,Organization-5,Repository-8,,
2025-08-06,actions,actions_storage,0.014453208000000006,gigabyte-hours,0.00033602,4.847999999999999E-06,4.847999999999999E-06,0,Organization-1,Repository-10,,
2025-08-06,actions,actions_storage,0.004722072,gigabyte-hours,0.00033602,1.5840000000000006E-06,1.5840000000000006E-06,0,Organization-3,Repository-3,,
2025-08-06,actions,actions_storage,0.0007200239999999998,gigabyte-hours,0.00033602,2.400000000000001E-07,2.400000000000001E-07,0,Organization-2,Repository-13,,
2025-08-06,actions,actions_storage,0.0018267359999999994,gigabyte-hours,0.00033602,5.999999999999997E-07,5.999999999999997E-07,0,Organization-4,Repository-4,,
2025-08-06,copilot,copilot_for_business,0.032258064,user-months,19,0.612903216,0,0.612903216,Organization-2,,,
2025-08-06,packages,packages_storage,0.00013668000000000005,gigabyte-hours,0.00033602,2.3999999999999997E-08,2.3999999999999997E-08,0,Organization-5,Repository-25,,
2025-08-06,packages,packages_storage,0.000104424,gigabyte-hours,0.00033602,2.3999999999999997E-08,2.3999999999999997E-08,0,Organization-2,,,
2025-08-07,actions,actions_linux,6,minutes,0.008,0.048,0.048,0,Organization-2,Repository-45,,
2025-08-07,actions,actions_linux,4,minutes,0.008,0.032,0.032,0,Organization-1,Repository-46,,
2025-08-07,actions,actions_storage,0.0007200239999999998,gigabyte-hours,0.00033602,2.400000000000001E-07,2.400000000000001E-07,0,Organization-2,Repository-13,,
2025-08-07,actions,actions_storage,0.09794750399999995,gigabyte-hours,0.00033602,3.290400000000001E-05,3.290400000000001E-05,0,Organization-2,Repository-19,,
2025-08-07,actions,actions_storage,0.014622960000000003,gigabyte-hours,0.00033602,4.896000000000001E-06,4.896000000000001E-06,0,Organization-4,Repository-9,,
2025-08-07,actions,actions_storage,0.12955737600000009,gigabyte-hours,0.00033602,4.351199999999999E-05,4.351199999999999E-05,0,Organization-2,Repository-17,,
2025-08-07,actions,actions_storage,0.0009456239999999999,gigabyte-hours,0.00033602,3.120000000000001E-07,3.120000000000001E-07,0,Organization-4,Repository-12,,
2025-08-07,actions,actions_storage,0.014453208000000006,gigabyte-hours,0.00033602,4.847999999999999E-06,4.847999999999999E-06,0,Organization-1,Repository-10,,
2025-08-07,actions,actions_storage,0.11041562399999996,gigabyte-hours,0.00033602,3.708E-05,3.708E-05,0,Organization-2,Repository-23,,
2025-08-07,actions,actions_storage,0.10082745600000007,gigabyte-hours,0.00033602,3.3864E-05,3.3864E-05,0,Organization-2,Repository-21,,
2025-08-07,actions,actions_storage,0.0005080560000000003,gigabyte-hours,0.00033602,1.6799999999999994E-07,1.6799999999999994E-07,0,Organization-6,Repository-8,,
2025-08-07,actions,actions_storage,3.484799999999999E-05,gigabyte-hours,0.00033602,0,0,0,Organization-2,Repository-18,,
2025-08-07,actions,actions_storage,0.004663128000000001,gigabyte-hours,0.00033602,1.56E-06,1.56E-06,0,Organization-4,Repository-15,,
2025-08-07,actions,actions_storage,0.023710368000000006,gigabyte-hours,0.00033602,7.943999999999999E-06,7.943999999999999E-06,0,Organization-2,Repository-16,,
2025-08-07,actions,actions_storage,0.0018374159999999993,gigabyte-hours,0.00033602,5.999999999999997E-07,5.999999999999997E-07,0,Organization-4,Repository-14,,
2025-08-07,actions,actions_storage,1.0464000000000002E-05,gigabyte-hours,0.00033602,0,0,0,Organization-2,Repository-22,,
2025-08-07,actions,actions_storage,0.014628000000000006,gigabyte-hours,0.00033602,4.896000000000001E-06,4.896000000000001E-06,0,Organization-4,Repository-20,,
2025-08-07,actions,actions_storage,0.004722072,gigabyte-hours,0.00033602,1.5840000000000006E-06,1.5840000000000006E-06,0,Organization-3,Repository-3,,
2025-08-07,actions,actions_storage,0.0005157599999999998,gigabyte-hours,0.00033602,1.6799999999999994E-07,1.6799999999999994E-07,0,Organization-5,Repository-8,,
2025-08-07,actions,actions_storage,0.0018267359999999994,gigabyte-hours,0.00033602,5.999999999999997E-07,5.999999999999997E-07,0,Organization-4,Repository-4,,
2025-08-07,actions,actions_storage,0.010952567999999996,gigabyte-hours,0.00033602,3.672000000000001E-06,3.672000000000001E-06,0,Organization-4,Repository-11,,
2025-08-07,actions,actions_storage,0.09843331199999997,gigabyte-hours,0.00033602,3.307199999999999E-05,3.307199999999999E-05,0,Organization-2,Repository-24,,
